epoch,train_loss,valid_loss,accuracy,time
0,0.5034166574478149,0.5494280457496643,0.8523797392845154,01:26
1,0.5322355628013611,0.5828655362129211,0.8378722071647644,01:27
2,0.6107991933822632,0.7402276992797852,0.7724611759185791,01:27
3,0.7144544720649719,0.600443959236145,0.8208195567131042,01:27
4,0.7515404224395752,1.084412932395935,0.7223212122917175,01:28
5,0.7752200365066528,0.6654539108276367,0.7946042418479919,01:27
6,0.7686514258384705,0.8045684695243835,0.7643166184425354,01:27
7,0.76393061876297,0.7599416375160217,0.775260865688324,01:27
8,0.7079143524169922,0.7199110984802246,0.7951132655143738,01:27
9,0.6829303503036499,0.6479349732398987,0.8073301315307617,01:27
10,0.643832266330719,0.7447854280471802,0.7935861349105835,01:26
11,0.6201282739639282,0.6383690237998962,0.8154746890068054,01:27
12,0.5959842205047607,0.6906541585922241,0.8164927363395691,01:26
13,0.5530113577842712,0.6019460558891296,0.8299821615219116,01:27
14,0.523137092590332,0.5759787559509277,0.8401628732681274,01:26
15,0.4871690571308136,0.600716233253479,0.8462713360786438,01:27
16,0.48143813014030457,0.596095860004425,0.8485620021820068,01:26
17,0.4471758306026459,0.5781853795051575,0.855942964553833,01:26
18,0.4486660659313202,0.5782914757728577,0.8554339408874512,01:28
19,0.4600059986114502,0.5757026076316833,0.8561974763870239,01:27
