epoch,train_loss,valid_loss,accuracy,time
0,1.996044397354126,2.27331280708313,0.22982947528362274,01:26
1,1.9118380546569824,1.9139047861099243,0.3489437401294708,01:26
2,1.8031991720199585,3.1461868286132812,0.24357342720031738,01:26
3,1.675456166267395,1.557990550994873,0.4517689049243927,01:25
4,1.450658917427063,2.5807924270629883,0.24484601616859436,01:25
5,1.298863410949707,1.1731623411178589,0.5909900665283203,01:25
6,1.153963327407837,1.6025218963623047,0.45940443873405457,01:26
7,1.0274237394332886,0.9639629125595093,0.6691269874572754,01:26
8,0.9053818583488464,1.1957695484161377,0.6128786206245422,01:26
9,0.8391204476356506,0.8763389587402344,0.7098498344421387,01:27
10,0.7088963389396667,0.8430083990097046,0.7073046565055847,01:27
11,0.6347023844718933,0.7265363335609436,0.7640621066093445,01:27
12,0.5541264414787292,0.7844023704528809,0.7419190406799316,01:26
13,0.4553562104701996,0.6786015033721924,0.784678041934967,01:25
14,0.39292776584625244,0.6892368197441101,0.7854415774345398,01:27
15,0.3298207223415375,0.636550784111023,0.8063120245933533,01:26
16,0.27839651703834534,0.6258785128593445,0.8017306923866272,01:25
17,0.23086076974868774,0.6258971095085144,0.8086026906967163,01:26
18,0.21068468689918518,0.628840446472168,0.8116568922996521,01:26
19,0.20513267815113068,0.6248452067375183,0.8139475584030151,01:26
