epoch,train_loss,valid_loss,accuracy,time
0,2.0000734329223633,2.3833959102630615,0.24815474450588226,01:03
1,1.9250576496124268,2.0265839099884033,0.32145583629608154,01:03
2,1.817058801651001,2.425999402999878,0.309239000082016,01:02
3,1.6760512590408325,1.4530844688415527,0.48841944336891174,01:02
4,1.4917641878128052,1.726833701133728,0.37719520926475525,01:02
5,1.3182977437973022,1.2182015180587769,0.5795367956161499,01:02
6,1.2019001245498657,1.384518027305603,0.5069992542266846,01:02
7,1.0741339921951294,0.9455410838127136,0.6787986755371094,01:02
8,0.9617952704429626,1.2976406812667847,0.5665563941001892,01:02
9,0.8485977649688721,0.8493533134460449,0.7093408107757568,01:02
10,0.7465735077857971,1.1060245037078857,0.662255048751831,01:02
11,0.657952070236206,0.739378809928894,0.7508271932601929,01:02
12,0.5727129578590393,0.7805450558662415,0.7515907287597656,01:02
13,0.4917003810405731,0.696139395236969,0.77984219789505,01:02
14,0.4136500656604767,0.6803566217422485,0.7790786623954773,01:02
15,0.36005789041519165,0.6648971438407898,0.7963858246803284,01:02
16,0.2931062877178192,0.6660719513893127,0.8035123348236084,01:02
17,0.2600547671318054,0.6567568778991699,0.8096207976341248,01:02
18,0.24227866530418396,0.6648278832435608,0.8040213584899902,01:02
19,0.2247849851846695,0.6630687117576599,0.8070756196975708,01:02
