epoch,train_loss,valid_loss,accuracy,time
0,2.060018301010132,2.23673939704895,0.2766607403755188,01:04
1,2.0400390625,2.028991937637329,0.3374904692173004,01:03
2,1.9586704969406128,2.4797701835632324,0.2339017540216446,01:03
3,1.8237470388412476,1.62300705909729,0.5016543865203857,01:03
4,1.6575570106506348,1.955706000328064,0.3945024311542511,01:03
5,1.4999293088912964,1.461944341659546,0.5909900665283203,01:03
6,1.4176017045974731,1.446567416191101,0.5892084240913391,01:03
7,1.3056834936141968,1.258001685142517,0.6775261163711548,01:03
8,1.2437348365783691,1.552634596824646,0.5782641768455505,01:03
9,1.1494680643081665,1.164695382118225,0.7190124988555908,01:03
10,1.060100793838501,1.156007170677185,0.7253754138946533,01:03
11,0.9993485808372498,1.0520035028457642,0.770425021648407,01:03
12,0.9329978823661804,1.1686477661132812,0.7342835068702698,01:03
13,0.8702095150947571,1.0243768692016602,0.7790786623954773,01:03
14,0.8136738538742065,1.0250483751296997,0.7869687080383301,01:02
15,0.7613025903701782,0.9878612160682678,0.8012216687202454,01:03
16,0.7137325406074524,0.9635995030403137,0.8164927363395691,01:02
17,0.6901363730430603,0.9635334610939026,0.8139475584030151,01:02
18,0.6690153479576111,0.9588222503662109,0.8134385347366333,01:02
19,0.6747570037841797,0.9593435525894165,0.8159837126731873,01:02
