epoch,train_loss,valid_loss,accuracy,time
0,2.213615655899048,2.5761585235595703,0.2031051218509674,01:25
1,2.323634624481201,2.2645363807678223,0.127767875790596,01:23
2,2.2356085777282715,2.2037785053253174,0.15652838349342346,01:23
3,2.22379732131958,2.1809449195861816,0.1814711093902588,01:23
4,2.1684370040893555,4.083277225494385,0.10995164513587952,01:24
5,2.1530141830444336,2.0424532890319824,0.24280987679958344,01:24
6,2.1192522048950195,2.5997579097747803,0.23033851385116577,01:23
7,2.112297773361206,1.999165415763855,0.23339271545410156,01:23
8,2.087337017059326,2.33528470993042,0.18045304715633392,01:23
9,2.067523956298828,1.9652354717254639,0.27258843183517456,01:23
10,2.0424046516418457,1.9437611103057861,0.27946043014526367,01:23
11,2.0297372341156006,2.0120434761047363,0.25273606181144714,01:22
12,2.0091633796691895,1.9842450618743896,0.2570628523826599,01:22
13,1.9753103256225586,1.8351969718933105,0.3138203024864197,01:23
14,1.9561160802841187,1.8428341150283813,0.3107661008834839,01:22
15,1.9428147077560425,1.7714866399765015,0.3588699400424957,01:22
16,1.9269983768463135,1.760400414466858,0.3614151179790497,01:23
17,1.9037705659866333,1.7382805347442627,0.3715958297252655,01:22
18,1.904583215713501,1.7333364486694336,0.3812674880027771,01:23
19,1.892728567123413,1.7394273281097412,0.3802494406700134,01:23
