epoch,train_loss,valid_loss,accuracy,time
0,2.027770519256592,2.4529550075531006,0.2076864391565323,01:24
1,1.972034215927124,1.8719801902770996,0.3405446708202362,01:24
2,1.8848354816436768,2.5926778316497803,0.20921353995800018,01:24
3,1.777280569076538,1.8162963390350342,0.3586154282093048,01:23
4,1.68925142288208,3.2082414627075195,0.25273606181144714,01:24
5,1.5325554609298706,1.3369171619415283,0.5339781045913696,01:24
6,1.4340600967407227,1.8739008903503418,0.37261390686035156,01:24
7,1.298719882965088,1.241603136062622,0.5678289532661438,01:24
8,1.2106647491455078,1.6273136138916016,0.43268007040023804,01:24
9,1.1210075616836548,0.8525893092155457,0.7129040360450745,01:23
10,1.0244975090026855,1.5426268577575684,0.535250723361969,01:24
11,0.934478759765625,0.8519695401191711,0.7131585478782654,01:24
12,0.8512601852416992,0.9726324081420898,0.6719266772270203,01:23
13,0.8020148277282715,0.7234691977500916,0.7655892372131348,01:23
14,0.733650803565979,0.7366439700126648,0.7625349760055542,01:24
15,0.6587933301925659,0.6499252319335938,0.7844235301017761,01:24
16,0.6068267822265625,0.6119082570075989,0.8065665364265442,01:24
17,0.5970665812492371,0.6061304211616516,0.8065665364265442,01:24
18,0.574510395526886,0.6002421975135803,0.8114023804664612,01:23
19,0.5555780529975891,0.5983704924583435,0.8124204874038696,01:24
